input,output
I got jealous.,Yo me puse celoso.
I got married.,Yo me casé.
I got married.,Me casé.
I got nervous.,Yo me puse nervioso.
I got thirsty.,Yo me puse sediento.
I got thirsty.,Me dio sed.
I had a dream.,Tuve un sueño.
I had an idea.,Tuve una idea.
I had no clue.,No tenía ni idea.
I had no idea.,Yo no tuve idea.
I had to hide.,Yo me tuve que esconder.
I hate Boston.,Yo odio Boston.
I hate French.,Odio el francés.
I hate celery.,Odio el apio.
I hate coffee.,Odio el café.
I hate flying.,Odio volar.
I hate flying.,Detesto volar.
I hate losing.,Odio perder.
I hate losing.,Detesto perder.
I hate my job.,Odio mi trabajo.
I hate myself.,Yo me odio a mí mismo.
I hate myself.,Me odio a mí mismo.
I hate school.,Odio la escuela.
I hate soccer.,Odio el fútbol.
I hate winter.,Odio el invierno.
I have a bomb.,Yo tengo una bomba.
I have a cold.,Estoy resfriado.
I have a cold.,Estoy acatarrado.
I have a date.,Tengo una cita.
I have a life.,Tengo una vida.
I have a plan.,Yo tengo un plan.
I have a ring.,Yo tengo un aro.
I have a ring.,Yo tengo un anillo.
I have a twin.,Tengo una hermana gemela.
I have a twin.,Tengo un hermano gemelo.
I have a visa.,Tengo una visa.
I have a visa.,Tengo un visado.
I have a wife.,Tengo una mujer.
I have an egg.,Tengo un huevo.
I have asthma.,Tengo asma.
I have braces.,Tengo rodilleras.
I have cancer.,Yo tengo cáncer.
I have failed.,Yo he fallado.
I have had it.,Yo lo he tenido.
I have orders.,Yo tengo órdenes.
I have rights.,Yo tengo derechos.
I have sinned.,He pecado.
I have tenure.,Yo tengo la tenencia.
I have to eat.,Yo tengo que comer.
I have to run.,Yo tengo que correr.
I have to try.,Tengo que intentarlo.
I have to try.,Tengo que hacer un intento.
I have to win.,Tengo que ganar.
I hear sirens.,Yo escucho sirenas.
I hear voices.,Escucho voces.
I ignored Tom.,Ignoré a Tom.
I just got up.,Recién me levanto.
I just got up.,Recién me levanté.
I just got up.,Me acabo de levantar.
I just got up.,Yo me acabo de levantar.
I just smiled.,Yo solo sonreí.
I kid you not.,No es broma.
I know French.,Yo sé francés.
I know my job.,Yo sé mi trabajo.
I know my job.,Yo conozco mi trabajo.
I know people.,Yo conozco gente.
I know people.,Yo conozco personas.
I know things.,Yo sé cosas.
I let Tom win.,Yo dejo a Tom ganar.
I let Tom win.,Yo dejé a Tom ganar.
I let it fall.,Yo lo dejo caer.
I let it fall.,Yo lo dejé caer.
I let them go.,Yo los dejo ir.
I let them go.,Yo los dejé ir.
I let you win.,Yo te dejo ganar.
I lied to Tom.,Yo le mentí a Tom.
I lied to you.,Te mentí.
I lied to you.,Les mentí.
I like French.,Me gusta el francés.
I like apples.,Me gustan las manzanas.
I like camels.,Me gustan los camellos.
I like cheese.,Me gusta el queso.
I like clocks.,Me gustan los relojes.
I like coffee.,Me gusta el café.
I like horses.,Me gustan los caballos.
I like movies.,Me gustan las películas.
I like my job.,Me gusta mi trabajo.
I like school.,Me gusta la escuela.
I like sewing.,Me gusta coser.
I like skiing.,Me gusta esquiar.
I like spoons.,Me gustan las cucharas.
I like sports.,Me gusta el deporte.
I like tennis.,Me gusta el tenis.
I like to eat.,Me gusta comer.
I like trains.,Me gustan los trenes.
I like tulips.,Me gustan los tulipanes.
I like winter.,Me gusta el invierno.
I looked away.,Yo miré a otro lado.
I looked away.,Yo aparté la vista.
I looked down.,Yo miré hacia abajo.
I lost my dog.,Perdí a mi perro.
I lost my hat.,Yo perdí mi sombrero.
I lost my key.,He perdido la llave.
I lost my key.,He perdido mi llave.
I lost my key.,Perdí mi clave.
I lost my key.,Perdí mi llave.
I love Boston.,Yo amo Boston.
I love French.,Me encanta el francés.
I love Monday!,¡Me encantan los lunes!
I love baking.,Me gusta hornear.
I love camels.,Yo amo los camellos.
I love cheese.,Yo amo el queso.
I love coffee.,Me encanta el café.
I love garlic.,Yo amo el ajo.
I love hiking.,Yo amo el excursionismo.
I love horses.,Me encantan los caballos.
I love my dad.,Amo a mi papá.
I love my job.,Me encanta mi trabajo.
I love my job.,Me gusta el empleo que tengo.
I love my mom.,Quiero a mi mamá.
I love my mom.,Quiero a mi madre.
I love my son.,Amo a mi hijo.
I love myself.,Yo me quiero.
I love nature.,Amo la naturaleza.
I love sports.,Me encanta el deporte.
I love sports.,Adoro el deporte.
I love spring.,Yo amo la primavera.
I love summer.,Amo el verano.
I made a deal.,Yo hice un negocio.
I made a deal.,Yo hice un trato.
I made coffee.,Hice café.
I made dinner.,Hice la cena.
I made him go.,Yo hice que él se fuera.
I made supper.,Preparé cena.
I miss Boston.,Yo extraño Boston.
I miss my cat.,Yo extraño a mi gato.
I miss my mom.,Yo extraño a mi mamá.
I must fix it.,Yo debo arreglarlo.
I must fix it.,Yo tengo que repararlo.
I must go now.,Ahora tengo que irme.
I must go now.,Tengo que irme ahora.
I must go now.,Yo tengo que irme en este momento.
I must object.,Yo debo objetar.
I must refuse.,Yo debo rechazar.
I must refuse.,Tengo que negarme.
I must resist.,Yo debo resistir.
I must see it.,Yo debo verlo.
I nearly died.,Casi me morí.
I nearly died.,Yo casi muero.
I nearly died.,Yo estuve cerca de morir.
I need a bath.,Necesito un baño.
I need a crew.,Necesito una tripulación.
I need a crew.,Yo necesito un equipo de personas.
I need a hand.,Yo necesito una mano.
I need a lamp.,Yo necesito una lámpara.
I need a loan.,Necesito un préstamo.
I need a plan.,Necesito un plan.
I need a ride.,Yo necesito que me lleven.
I need a room.,Yo necesito un cuarto.
I need a room.,Yo necesito una habitación.
I need a week.,Necesito una semana.
I need advice.,Yo necesito consejos.
I need coffee.,Necesito café.
I need it now.,Yo lo necesito ahora.
I need it now.,Yo lo necesito en este momento.
I need my bag.,Necesito mi bolsa.
I need my bag.,Yo necesito mi bolso.
I need to pay.,Yo necesito pagar.
I need to try.,Yo necesito intentar.
I needed cash.,Necesitaba dinero.
I needed help.,Yo necesité ayuda.
I needed help.,Yo necesitaba ayuda.
I needed rest.,Necesitaba descansar.
I needed that.,Yo necesité eso.
I needed that.,Yo necesitaba eso.
I needed this.,Yo necesité esto.
I needed this.,Yo necesitaba esto.
I never cheat.,Nunca hago trampas.
I never dream.,Nunca sueño.
I never drink.,No bebo nunca.
I never drink.,Yo nunca tomo.
I never drink.,Nunca bebo.
I never drive.,Nunca conduzco.
I never smoke.,No fumo nunca.
I never smoke.,Nunca fumo.
I never worry.,Yo nunca me preocupo.
I oppose that.,Me opongo a ello.
I outrank you.,Yo te supero en rango.
I outrank you.,Yo estoy más adelante que tú.
I owe Tom one.,Yo le debo una a Tom.
I owe you $30.,Yo te debo 30 dólares.
I own a horse.,Poseo un caballo.
I own a yacht.,Yo soy dueño de un yate.
I play squash.,Yo juego squash.
I play tennis.,Juego al tenis.
I play tennis.,Yo juego tenis.
I play violin.,Toco el violín.
I pled guilty.,Me declaré culpable.
I prefer dogs.,Prefiero a los perros.
I quit my job.,Yo renuncié a mi trabajo.
I ran outside.,Yo corrí afuera.
I read a book.,Yo leí un libro.
I rescheduled.,Cambié la fecha.
I rescued Tom.,Yo rescaté a Tom.
I rescued you.,Yo te rescaté.
I resent that.,Yo me ofendo por eso.
I respect Tom.,Respeto a Tom.
I respect you.,Yo te respeto.
I run a motel.,Yo administro un motel.
I run a motel.,Yo manejo un motel.
I said enough.,He dicho suficiente.
I said get up!,¡Yo dije levántate!
I said thanks.,Yo dije gracias.
I sang a song.,Yo canté una canción.
I saw Tom cry.,Vi a Tom llorar.
I saw Tom die.,Vi a Tom morir.
I saw a mouse!,¡He visto un ratón!
I saw a mouse!,¡Yo vi un ratón!
I saw a plane.,Vi un avión.
"I saw it, too.","Yo lo vi, también."
"I saw it, too.",Yo también lo vi.
"I saw it, too.",Yo también la vi.
I saw nothing.,Yo no vi nada.
I saw the dog.,Vi al perro.
I see a crown.,Veo una corona.
I see a crown.,Estoy viendo una corona.
I see a light.,Veo una luz.
I see a queen.,Veo una reina.
I see a queen.,Estoy viendo una reina.
I see my ship.,Veo mi barco.
I see nothing.,No veo nada.
I see someone.,Veo a alguien.
I see the boy.,Veo al niño.
I see you now.,Ahora te veo.
I sell coffee.,Vendo café.
I shot a bear.,Yo le disparé a un oso.
I shot myself.,Me disparé.
I should quit.,Yo debería renunciar.
I should wait.,Debería esperar.
I slapped him.,Lo abofeteé.
I slapped him.,Le di una cachetada.
I slapped him.,Lo cacheteé.
I slapped him.,Le pegué una bofetada.
I slept a lot.,Dormí mucho.
I slept a lot.,Yo dormí bastante.
I smell bacon.,Yo huelo tocino.
I smell smoke.,Yo huelo humo.
I smelled gas.,Olí gas.
I sold a book.,Vendí un libro.
I sold the TV.,Vendí el televisor.
I support him.,Yo lo apoyo.
I think I can.,Yo pienso que puedo.
I told Tom no.,Yo le dije no a Tom.
I told a joke.,Yo dije un chiste.
I told a joke.,Yo conté un chiste.
I told you so.,Yo te lo dije.
I took a bath.,Yo me bañé.
I took a bath.,Yo me di un baño.
I took a seat.,Me senté.
I took a walk.,Yo di un paseo.
I trusted him.,Yo confiaba en él.
I trusted you.,Confiaba en ti.
I use Firefox.,Yo uso Firefox.
I use Firefox.,Uso Firefox.
I volunteered.,Me ofrecí de voluntario.
I want a bath.,Quiero un baño.
I want a beer.,Quiero una cerveza.
I want a book.,Quiero un libro.
I want a book.,Quisiera un libro.
I want coffee.,Quiero café.
I want it all.,Lo quiero todo.
I want my mom.,Quiero a mi mamá.
I want my mom.,Quiero a mi madre.
I want to cry.,Tengo ganas de llorar.
I want to cry.,Quiero llorar.
I want to die.,Quiero morir.
I want to eat.,Quiero comer.
I want to run.,Quiero correr.
I want to try.,Quiero intentarlo.
I want to win.,Quiero ganar.
I was at home.,Estaba en casa.
I was baffled.,Estaba confuso.
I was careful.,Tuve cuidado.
I was careful.,Fui precavido.
I was furious.,Estaba furioso.
I was jealous.,Estaba celoso.
I was outside.,Yo estaba fuera.
I was too shy.,Fui demasiado tímido.
I was trapped.,Estaba atrapado.
I was unarmed.,Estaba desarmado.
I wasn't home.,Yo no estaba en casa.
I watched you.,Te observé.
I watched you.,Os vigilé.
I watched you.,Le observaba.
I went aboard.,Yo subí a bordo.
I went abroad.,Fui al extranjero.
I went hiking.,Me fui de marcha.
I went hiking.,Hice senderismo.
I went hiking.,Me fui de excursión.
I will listen.,Voy a escuchar.
I woke you up.,Te he despertado.
I won't budge.,No cederé.
I won't laugh.,No me voy a reír.
I won't leave.,No me iré.
I won't leave.,No saldré de aquí.
I won't leave.,No me voy a ir de aquí.
I would leave.,Saldría.
I write poems.,Escribo versos.
I'd like that.,Eso me gustaría.
I'll allow it.,Lo permitiré.
I'll allow it.,Voy a permitirlo.
I'll be alone.,Estaré solo.
I'll be alone.,Voy a estar solo.
I'll be brief.,Seré breve.
I'll be brief.,Voy a ser breve.
I'll be going.,Voy a ir.
I'll be going.,Me voy a marchar.
I'll be going.,Me voy a ir.
I'll be ready.,Estaré preparado.
I'll be ready.,Estaré preparada.
I'll be there.,Estaré ahí.
I'll buy this.,Lo compraré.
I'll call Tom.,Voy a llamar a Tom.
I'll call you.,Te llamaré.
I'll catch up.,Yo le alcanzaré.
I'll check it.,Lo voy a verificar.
I'll eat here.,Comeré aquí.
I'll find Tom.,Encontraré a Tom.
I'll go first.,Yo iré primero.
I'll go there.,Yo iré ahí.
I'll help Tom.,Voy a ayudar a Tom.
I'll help you.,Yo te ayudaré.
I'll kill him.,Lo mataré.
I'll kill him.,Le mataré.
I'll kill you.,Te mataré.
I'll kill you.,Te voy a matar.
I'll meet Tom.,Voy a encontrarme con Tom.
I'll miss Tom.,Echaré de menos a Tom.
I'll miss you.,Te voy a extrañar.
I'll miss you.,Te echaré de menos.
I'll miss you.,Os echaré de menos.
I'll prove it.,Lo demostraré.
I'll run away.,Escaparé.
I'll run away.,Huiré.
I'll show you.,Te mostraré.
I'll show you.,Le mostraré.
I'll stop Tom.,Voy a parar a Tom.
I'll stop Tom.,Voy a detener a Tom.
I'll take him.,Me encargaré de él.
I'll take him.,Lo llevaré.
I'll take one.,Cogeré uno.
I'll tell Tom.,Se lo diré a Tom.
I'll warn Tom.,Voy a avisar a Tom.
I'll warn Tom.,Le advertiré a Tom.
I'll warn Tom.,Alertaré a Tom.
I'll watch it.,Lo miraré.
I'm Tom's dad.,Soy el padre de Tom.
I'm Tom's mom.,Soy la madre de Tom.
I'm Tom's son.,Soy el hijo de Tom.
I'm a big kid.,Soy un niño grande.
I'm a mailman.,Soy cartero.
I'm a man now.,Ya soy un hombre.
I'm a patient.,Soy paciente.
I'm a referee.,Soy árbitro.
I'm a student.,Soy estudiante.
I'm a student.,Soy un estudiante.
I'm a swimmer.,Soy nadador.
I'm a swimmer.,Soy nadadora.
I'm a teacher.,Yo soy profesor.
I'm a teacher.,Soy maestro.
I'm a tourist.,Soy un turista.
I'm a witness.,Soy testigo.
I'm an addict.,Soy adicta.
I'm an addict.,Soy adicto.
I'm an artist.,Soy un artista.
I'm an orphan.,Soy huérfano.
I'm attentive.,Yo soy atento.
I'm awake now.,Estoy despierto ahora.
I'm beautiful.,Soy guapa.
I'm bilingual.,Soy bilingüe.
I'm dangerous.,Soy peligroso.
I'm dangerous.,Soy peligrosa.
I'm desperate.,Estoy desesperado.
I'm desperate.,Estoy desesperada.
I'm easygoing.,Yo soy tranquilo.
I'm exhausted.,Estoy exhausto.
I'm exhausted.,Estoy reventado.
I'm exhausted.,Estoy agotado.
I'm expecting.,Estoy embarazada.
I'm forgetful.,Soy olvidadizo.
I'm going now.,Ahora voy.
I'm happy now.,Ya estoy contento.
"I'm home, Mom!","¡Mamá, estoy en casa!"
"I'm home, Tom.","Estoy en casa, Tom."
I'm horrified.,Estoy horrorizado.
I'm horrified.,Estoy horrorizada.
I'm impartial.,Soy imparcial.
I'm impatient.,Estoy impaciente.
I'm impatient.,Soy impaciente.
I'm important.,Yo soy importante.
I'm important.,Soy importante.
I'm impressed.,Estoy impresionada.
I'm impressed.,Estoy impresionado.
I'm in Boston.,Estoy en Boston.
I'm in a bind.,Estoy en un embrollo.
I'm in a gang.,Estoy en una banda.
I'm in charge.,Estoy a cargo.
I'm in danger.,Estoy en peligro.
I'm in my car.,Estoy en mi coche.
I'm intrigued.,Estoy intrigada.
I'm listening.,Estoy escuchando.
I'm listening.,Te escucharé.
I'm motivated.,Estoy motivado.
I'm moving in.,Me voy a mudar.
I'm moving in.,Me mudo.
I'm moving on.,Lo superaré.
I'm moving on.,Seguiré adelante.
I'm not a kid.,No soy un niño.
I'm not a kid.,¡No soy un niño!
I'm not a spy.,No soy espía.
I'm not angry.,No estoy enojada.
I'm not angry.,Yo no estoy enfadado.
I'm not blind.,No estoy ciego.
I'm not bossy.,No soy mandón.
I'm not bossy.,No soy mandona.
I'm not crazy.,No estoy loco.
I'm not crazy.,No estoy loca.
I'm not drunk.,No estoy ebrio.
I'm not dying.,No me estoy muriendo.
I'm not going.,No voy.
I'm not going.,No voy a ir.
I'm not going.,Yo no voy.
I'm not happy.,No estoy feliz.
I'm not happy.,No soy feliz.
I'm not happy.,Yo no soy feliz.
I'm not lucky.,No tengo suerte.
I'm not lying.,No estoy mintiendo.
I'm not naive.,No soy ingenuo.
I'm not ready.,No estoy listo.
I'm not ready.,No estoy lista.
I'm not short.,No soy bajo.
I'm not tired.,No estoy cansado.
I'm not tired.,No estoy cansada.
I'm on a diet.,Estoy a dieta.
I'm on my own.,Estoy por mi cuenta.
I'm on my way.,Voy en camino.
I'm on my way.,Estoy de camino.
I'm on strike.,Estoy en huelga.
I'm realistic.,Soy realista.
I'm satisfied.,Estoy satisfecho.
I'm sensitive.,Soy sensible.
I'm so hungry.,Estoy tan hambriento.
I'm so hungry.,Tengo tanta hambre.
I'm so stupid.,Soy tan estúpida.
I'm so stupid.,Soy tan estúpido.
I'm so wasted.,Estoy tan perdido.
I'm suffering.,Estoy sufriendo.
I'm tired now.,Ahora estoy cansado.
I'm tired now.,Ahora estoy agotado.
I'm too drunk.,Estoy demasiado borracho.
I'm too tired.,Estoy demasiado cansada.
I'm uninsured.,No estoy asegurado.
I'm uninsured.,No estoy asegurada.
I'm very busy.,Estoy muy ocupada.
I'm very cold.,Tengo mucho frío.
I'm very lazy.,Soy muy vago.
I'm very lazy.,Soy muy vaga.
I'm very poor.,Soy bien pobre.
I'm your boss.,Soy tu jefa.
I've fixed it.,Lo he reparado.
I've found it.,Lo he encontrado.
I've got beer.,Tengo cerveza.
I've got time.,Tengo tiempo.
I've improved.,He mejorado.
I've returned.,He vuelto.
Is Tom afraid?,¿Tom tiene miedo?
Is Tom asleep?,¿Tom está dormido?
Is Tom crying?,¿Está llorando Tom?
Is Tom eating?,¿Tom está comiendo?
Is Tom famous?,¿Tom es famoso?
Is Tom guilty?,¿Tom es culpable?
Is Tom hungry?,¿Tom está hambriento?
Is Tom lonely?,¿Tom se siente solo?
Is he at home?,¿Está él en casa?
Is it a llama?,¿Es una llama?
Is it my turn?,¿Es mi turno?
Is it painful?,¿Es doloroso?
Is it popular?,¿Es popular?
Is it private?,¿Es privado?
Is it raining?,¿Está lloviendo?
Is it raining?,¿Llueve?
Is it too big?,¿Es demasiado grande?
Is that Tom's?,¿Es eso de Tom?
Is that a bat?,¿Eso es un murciélago?
Is that a cat?,¿Eso es un gato?
Is that a cat?,¿Es eso un gato?
Is that a wig?,¿Eso es una peluca?
Is that a yes?,¿Eso es un sí?
Is that legal?,¿Eso es legal?
Is that right?,¿A poco?
Is that right?,¿A poco sí?
Is that sweet?,¿Es dulce?
Is that yours?,¿Es eso tuyo?
Is that yours?,¿Es ése tuyo?
Is that yours?,¿Es ésa tuya?
Is that yours?,¿Es aquél tuyo?
Is there more?,¿Hay más?
Is there time?,¿Hay tiempo?
Is this Tom's?,¿Esto es de Tom?
Is this a gag?,¿Es esto un chiste?
Is this legal?,¿Esto es legal?
Is this yours?,¿Es suyo esto?
Is this yours?,¿Esto es tuyo?
Isn't it true?,¿No es verdad?
It came apart.,Se quebró.
It gets worse.,Se pone peor.
It gets worse.,Empeora.
It had snowed.,Había nevado.
It hurts here.,Aquí duele.
It is a curse.,Es una maldición.
It is no joke.,No es ninguna broma.
It is too hot.,Hace demasiado calor.
It isn't cold.,No está frío.
It isn't easy.,No es fácil.
It isn't fair.,No es justo.
It isn't fake.,No es falso.
It isn't here.,No está aquí.
It isn't mine.,No es mío.
It isn't real.,No es real.
It isn't true.,No es verdad.
It looks fine.,Parece correcto.
It looks fine.,Se ve correcto.
It looks good.,Va bien.
It looks good.,Tiene buen aspecto.
It looks good.,Se ve bien.
It looks good.,Pinta bien.
It might help.,Eso podría ayudar.
It might rain.,Puede que llueva.
It sickens me.,Me enferma.
It smells bad.,Huele mal.
It sounds odd.,Suena raro.
It takes time.,Esto toma su tiempo.
It takes time.,Esto lleva su tiempo.
It takes time.,Esto lleva tiempo.
It takes time.,Toma tiempo.
It takes time.,Lleva tiempo.
It was a gift.,Era un regalo.
It was a hoax.,Fue una trampa.
It was a hoax.,Fue un engaño.
It was a joke.,Fue una broma.
It was a joke.,Era una broma.
It was a test.,Era un examen.
It was a trap.,Fue una trampa.
It was ironic.,Fue irónico.
It wasn't his.,No era de él.
It went badly.,Lo pasó mal.
It won't hurt.,No dolerá.
It won't work.,No servirá.
It works fine.,Funciona bien.
It works well.,Funciona bien.
It'll be easy.,Será fácil.
It'll be hard.,Será difícil.
It's 2:00 p.m.,Son las dos de la tarde.
It's 2:30 now.,"Son las dos y media, ahora."
It's Saturday.,Es sábado.
It's Saturday.,Estamos a sábado.
It's a secret.,Es un secreto.
It's a secret.,Es un enigma.
It's a secret.,Es secreto.
It's a sequel.,Es una secuela.
It's a weapon.,Es un arma.
It's accurate.,Es preciso.
It's accurate.,Es exacto.
It's adorable.,Es adorable.
It's all here.,Todo está aquí.
It's all true.,Esto es muy cierto.
It's all true.,¡Eso es tan cierto!
It's all true.,Todo eso es cierto.
It's an apple.,Es una manzana.
It's business.,Son negocios.
It's close by.,Está cerca.
It's deserted.,Está desierto.
It's exciting.,Es emocionante.
It's hot here.,Hace calor aquí.
It's improved.,Está mejorado.
It's my fault.,La culpa es mía.
It's my horse.,Es mi caballo.
It's my treat.,Es de parte mía.
It's not cold.,No hace frío.
It's not cold.,No está frío.
It's not easy.,No es fácil.
It's not fair.,No es justo.
It's not fake.,No es falso.
It's not here.,Ella no está aquí.
It's not here.,No está aquí.
It's not mine.,No es mío.
It's not real.,No es real.
It's not true.,No es verdad.
It's now 2:30.,Ahora son las dos y media.
It's obsolete.,Es obsoleto.
It's occupied.,Está ocupado.
It's official.,Esto es oficial.
It's official.,Es oficial.
It's our duty.,Es nuestro deber.
It's outdated.,Está obsoleto.
It's playtime.,Es hora de jugar.
It's rat meat.,Es carne de rata.
It's so early.,Es tan temprano.
It's so wrong.,Está muy mal.
It's tea time.,Es la hora del té.
It's too cold.,Hace demasiado frío.
It's too dark.,Está muy oscuro.
It's too easy.,Es demasiado fácil.
It's too fast.,Es demasiado rápido.
It's too late.,Es muy tarde.
It's too loud.,Está demasiado alto.
It's too soon.,Es demasiado pronto.
It's up to me.,Depende de mí.
It's up to me.,Me corresponde a mí.
It's very big.,Es muy grande.
It's very dry.,Es muy seco.
It's very dry.,Está muy seco.
It's very hot.,Está muy caliente.
It's very old.,Es muy viejo.
It's very old.,Es muy vieja.
It's very sad.,Es muy triste.
It's worth it.,Vale la pena.
Just a minute.,Sólo un minuto.
Just a minute.,Un minuto.
